window,contract_number,seed,build_id,build_label,boss_variant_id,archetype_ids,mechanic_ids,hp,duration_ms,target_dps,required_dps,total_damage,dps,is_win,damage_gap,required_dps_gap,blocked_damage,absorbed_damage,crit_negated_damage,dodges,cleanses,interrupts,stuns_ms
fixed_30s,19,271070,blade_dancer,Blade Dancer,chrono_tyrant,devious;arcane,stun_duration_ms;cleanse_threshold;interrupt_skip_count;slow,202709,30000,818.0559,6873.2034,720.0,24.0,false,-201989.0,-6849.2034,0.0,0.0,0.0,0,9,0,0
generated_duration,19,271070,assassin,Assassin,chrono_tyrant,devious;arcane,stun_duration_ms;cleanse_threshold;interrupt_skip_count;slow,202709,59000,818.0559,6873.2034,1180.0,20.0,false,-201529.0,-6853.2034,0.0,0.0,0.0,0,4,12,0
fixed_30s,19,271070,assassin,Assassin,chrono_tyrant,devious;arcane,stun_duration_ms;cleanse_threshold;interrupt_skip_count;slow,202709,30000,818.0559,6873.2034,768.0,25.6,false,-201941.0,-6847.6034,0.0,0.0,0.0,0,2,5,0
generated_duration,19,271070,shadow,Shadow,chrono_tyrant,devious;arcane,stun_duration_ms;cleanse_threshold;interrupt_skip_count;slow,202709,59000,818.0559,6873.2034,1454.0,24.6441,false,-201255.0,-6848.5593,0.0,0.0,0.0,0,10,0,0
fixed_30s,19,271070,shadow,Shadow,chrono_tyrant,devious;arcane,stun_duration_ms;cleanse_threshold;interrupt_skip_count;slow,202709,30000,818.0559,6873.2034,684.0,22.8,false,-202025.0,-6850.4034,0.0,0.0,0.0,0,5,0,0
generated_duration,19,271070,thief,Thief,chrono_tyrant,devious;arcane,stun_duration_ms;cleanse_threshold;interrupt_skip_count;slow,202709,59000,818.0559,6873.2034,490.0,8.3051,false,-202219.0,-6864.8983,0.0,0.0,0.0,0,4,23,0
fixed_30s,19,271070,thief,Thief,chrono_tyrant,devious;arcane,stun_duration_ms;cleanse_threshold;interrupt_skip_count;slow,202709,30000,818.0559,6873.2034,242.0,8.0667,false,-202467.0,-6865.1367,0.0,0.0,0.0,0,2,11,0
generated_duration,19,271071,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,165182,60000,681.8505,5638.2167,1480.0,24.6667,false,-163702.0,-5613.55,0.0,0.0,0.0,0,15,0,0
fixed_30s,19,271071,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,165182,30000,681.8505,5638.2167,765.0,25.5,false,-164417.0,-5612.7167,0.0,0.0,0.0,0,7,0,0
generated_duration,19,271071,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,165182,60000,681.8505,5638.2167,1747.0,29.1167,false,-163435.0,-5609.1,0.0,0.0,0.0,0,7,0,0
fixed_30s,19,271071,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,165182,30000,681.8505,5638.2167,952.0,31.7333,false,-164230.0,-5606.4833,0.0,0.0,0.0,0,3,0,0
generated_duration,19,271071,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,165182,60000,681.8505,5638.2167,1571.0,26.1833,false,-163611.0,-5612.0333,0.0,0.0,0.0,0,9,0,0
fixed_30s,19,271071,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,165182,30000,681.8505,5638.2167,811.0,27.0333,false,-164371.0,-5611.1833,0.0,0.0,0.0,0,4,0,0
generated_duration,19,271071,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,165182,60000,681.8505,5638.2167,2087.0,34.7833,false,-163095.0,-5603.4333,0.0,0.0,0.0,0,11,0,0
fixed_30s,19,271071,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,165182,30000,681.8505,5638.2167,925.0,30.8333,false,-164257.0,-5607.3833,0.0,0.0,0.0,0,5,0,0
generated_duration,19,271072,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,183580,57000,769.9994,6367.3333,1272.0,22.3158,false,-182308.0,-6345.0175,0.0,0.0,0.0,0,19,0,0
fixed_30s,19,271072,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,183580,30000,769.9994,6367.3333,622.0,20.7333,false,-182958.0,-6346.6,0.0,0.0,0.0,0,9,0,0
generated_duration,19,271072,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,183580,57000,769.9994,6367.3333,1211.0,21.2456,false,-182369.0,-6346.0877,0.0,0.0,0.0,0,8,0,0
fixed_30s,19,271072,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,183580,30000,769.9994,6367.3333,573.0,19.1,false,-183007.0,-6348.2333,0.0,0.0,0.0,0,4,0,0
generated_duration,19,271072,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,183580,57000,769.9994,6367.3333,1522.0,26.7018,false,-182058.0,-6340.6316,0.0,0.0,0.0,0,11,0,0
fixed_30s,19,271072,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,183580,30000,769.9994,6367.3333,655.0,21.8333,false,-182925.0,-6345.5,0.0,0.0,0.0,0,5,0,0
generated_duration,19,271072,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,183580,57000,769.9994,6367.3333,1654.0,29.0175,false,-181926.0,-6338.3158,0.0,0.0,0.0,0,12,0,0
fixed_30s,19,271072,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,183580,30000,769.9994,6367.3333,942.0,31.4,false,-182638.0,-6335.9333,0.0,0.0,0.0,0,6,0,0
generated_duration,19,271073,blade_dancer,Blade Dancer,apex_bulwark,aegis;fortified,block;armor;crit_negation,113264,55000,667.0008,6400.4545,1022.0,18.5818,false,-112242.0,-6381.8727,724.402,0.0,300.3291,0,0,0,0
fixed_30s,19,271073,blade_dancer,Blade Dancer,apex_bulwark,aegis;fortified,block;armor;crit_negation,113264,30000,667.0008,6400.4545,526.0,17.5333,false,-112738.0,-6382.9212,410.0,0.0,356.506,0,0,0,0
generated_duration,19,271073,assassin,Assassin,apex_bulwark,aegis;fortified,block;armor;crit_negation,113264,55000,667.0008,6400.4545,2192.0,39.8545,false,-111072.0,-6360.6,256.442,0.0,138.4682,0,0,0,0
fixed_30s,19,271073,assassin,Assassin,apex_bulwark,aegis;fortified,block;armor;crit_negation,113264,30000,667.0008,6400.4545,1177.0,39.2333,false,-112087.0,-6361.2212,129.263,0.0,134.5636,0,0,0,0
generated_duration,19,271073,shadow,Shadow,apex_bulwark,aegis;fortified,block;armor;crit_negation,113264,55000,667.0008,6400.4545,1036.0,18.8364,false,-112228.0,-6381.6182,398.4016,0.0,200.9784,0,0,0,0
fixed_30s,19,271073,shadow,Shadow,apex_bulwark,aegis;fortified,block;armor;crit_negation,113264,30000,667.0008,6400.4545,526.0,17.5333,false,-112738.0,-6382.9212,207.5028,0.0,253.6131,0,0,0,0
generated_duration,19,271073,thief,Thief,apex_bulwark,aegis;fortified,block;armor;crit_negation,113264,55000,667.0008,6400.4545,509.0,9.2545,false,-112755.0,-6391.2,469.7054,0.0,381.0522,0,0,0,0
fixed_30s,19,271073,thief,Thief,apex_bulwark,aegis;fortified,block;armor;crit_negation,113264,30000,667.0008,6400.4545,303.0,10.1,false,-112961.0,-6390.3545,250.0,0.0,151.2626,0,0,0,0
generated_duration,19,271074,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,126007,44000,712.0243,5887.9545,932.0,21.1818,false,-125075.0,-5866.7727,0.0,0.0,0.0,0,14,0,0
fixed_30s,19,271074,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,126007,30000,712.0243,5887.9545,621.0,20.7,false,-125386.0,-5867.2545,0.0,0.0,0.0,0,9,0,0
generated_duration,19,271074,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,126007,44000,712.0243,5887.9545,802.0,18.2273,false,-125205.0,-5869.7273,0.0,0.0,0.0,0,7,0,0
fixed_30s,19,271074,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,126007,30000,712.0243,5887.9545,535.0,17.8333,false,-125472.0,-5870.1212,0.0,0.0,0.0,0,4,0,0
generated_duration,19,271074,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,126007,44000,712.0243,5887.9545,1030.0,23.4091,false,-124977.0,-5864.5455,0.0,0.0,0.0,0,8,0,0
fixed_30s,19,271074,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,126007,30000,712.0243,5887.9545,670.0,22.3333,false,-125337.0,-5865.6212,0.0,0.0,0.0,0,6,0,0
generated_duration,19,271074,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,126007,44000,712.0243,5887.9545,1308.0,29.7273,false,-124699.0,-5858.2273,0.0,0.0,0.0,0,10,0,0
fixed_30s,19,271074,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,126007,30000,712.0243,5887.9545,906.0,30.2,false,-125101.0,-5857.7545,0.0,0.0,0.0,0,6,0,0
generated_duration,19,271075,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,167641,60000,677.1228,5599.2167,1344.0,22.4,false,-166297.0,-5576.8167,0.0,0.0,0.0,0,15,0,0
fixed_30s,19,271075,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,167641,30000,677.1228,5599.2167,597.0,19.9,false,-167044.0,-5579.3167,0.0,0.0,0.0,0,6,0,0
generated_duration,19,271075,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,167641,60000,677.1228,5599.2167,1648.0,27.4667,false,-165993.0,-5571.75,0.0,0.0,0.0,0,6,0,0
fixed_30s,19,271075,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,167641,30000,677.1228,5599.2167,843.0,28.1,false,-166798.0,-5571.1167,0.0,0.0,0.0,0,3,0,0
generated_duration,19,271075,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,167641,60000,677.1228,5599.2167,1559.0,25.9833,false,-166082.0,-5573.2333,0.0,0.0,0.0,0,8,0,0
fixed_30s,19,271075,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,167641,30000,677.1228,5599.2167,845.0,28.1667,false,-166796.0,-5571.05,0.0,0.0,0.0,0,4,0,0
generated_duration,19,271075,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,167641,60000,677.1228,5599.2167,1856.0,30.9333,false,-165785.0,-5568.2833,0.0,0.0,0.0,0,10,0,0
fixed_30s,19,271075,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,167641,30000,677.1228,5599.2167,932.0,31.0667,false,-166709.0,-5568.15,0.0,0.0,0.0,0,5,0,0
generated_duration,19,271076,blade_dancer,Blade Dancer,apex_bulwark,aegis;fortified,block;armor;crit_negation,73030,35000,664.5066,6376.5714,457.0,13.0571,false,-72573.0,-6363.5143,620.572,0.0,121.5228,0,0,0,0
fixed_30s,19,271076,blade_dancer,Blade Dancer,apex_bulwark,aegis;fortified,block;armor;crit_negation,73030,30000,664.5066,6376.5714,348.0,11.6,false,-72682.0,-6364.9714,523.4763,0.0,101.6334,0,0,0,0
generated_duration,19,271076,assassin,Assassin,apex_bulwark,aegis;fortified,block;armor;crit_negation,73030,35000,664.5066,6376.5714,1355.0,38.7143,false,-71675.0,-6337.8571,224.326,0.0,23.6886,0,0,0,0
fixed_30s,19,271076,assassin,Assassin,apex_bulwark,aegis;fortified,block;armor;crit_negation,73030,30000,664.5066,6376.5714,1165.0,38.8333,false,-71865.0,-6337.7381,179.388,0.0,101.4682,0,0,0,0
generated_duration,19,271076,shadow,Shadow,apex_bulwark,aegis;fortified,block;armor;crit_negation,73030,35000,664.5066,6376.5714,572.0,16.3429,false,-72458.0,-6360.2286,364.0,0.0,38.3209,0,0,0,0
fixed_30s,19,271076,shadow,Shadow,apex_bulwark,aegis;fortified,block;armor;crit_negation,73030,30000,664.5066,6376.5714,468.0,15.6,false,-72562.0,-6360.9714,307.4316,0.0,99.5211,0,0,0,0
generated_duration,19,271076,thief,Thief,apex_bulwark,aegis;fortified,block;armor;crit_negation,73030,35000,664.5066,6376.5714,311.0,8.8857,false,-72719.0,-6367.6857,420.0,0.0,84.4776,0,0,0,0
fixed_30s,19,271076,thief,Thief,apex_bulwark,aegis;fortified,block;armor;crit_negation,73030,30000,664.5066,6376.5714,248.0,8.2667,false,-72782.0,-6368.3048,350.0,0.0,80.312,0,0,0,0
generated_duration,19,271077,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,121203,37000,832.6994,6885.6486,827.0,22.3514,false,-120376.0,-6863.2973,0.0,0.0,0.0,0,9,0,0
fixed_30s,19,271077,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,121203,30000,832.6994,6885.6486,641.0,21.3667,false,-120562.0,-6864.282,0.0,0.0,0.0,0,7,0,0
generated_duration,19,271077,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,121203,37000,832.6994,6885.6486,999.0,27.0,false,-120204.0,-6858.6486,0.0,0.0,0.0,0,4,0,0
fixed_30s,19,271077,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,121203,30000,832.6994,6885.6486,871.0,29.0333,false,-120332.0,-6856.6153,0.0,0.0,0.0,0,3,0,0
generated_duration,19,271077,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,121203,37000,832.6994,6885.6486,866.0,23.4054,false,-120337.0,-6862.2432,0.0,0.0,0.0,0,5,0,0
fixed_30s,19,271077,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,121203,30000,832.6994,6885.6486,709.0,23.6333,false,-120494.0,-6862.0153,0.0,0.0,0.0,0,4,0,0
generated_duration,19,271077,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,121203,37000,832.6994,6885.6486,1116.0,30.1622,false,-120087.0,-6855.4865,0.0,0.0,0.0,0,6,0,0
fixed_30s,19,271077,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,121203,30000,832.6994,6885.6486,831.0,27.7,false,-120372.0,-6857.9486,0.0,0.0,0.0,0,4,0,0
generated_duration,19,271078,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,186548,58000,697.9078,6635.3276,2194.0,37.8276,false,-184354.0,-6597.5,0.0,0.0,0.0,0,0,0,0
fixed_30s,19,271078,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,186548,30000,697.9078,6635.3276,1052.0,35.0667,false,-185496.0,-6600.2609,0.0,0.0,0.0,0,0,0,0
generated_duration,19,271078,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,186548,58000,697.9078,6635.3276,1161.0,20.0172,false,-185387.0,-6615.3103,0.0,507.0,0.0,0,0,0,0
fixed_30s,19,271078,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,186548,30000,697.9078,6635.3276,690.0,23.0,false,-185858.0,-6612.3276,0.0,260.0,0.0,0,0,0,0
generated_duration,19,271078,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,186548,58000,697.9078,6635.3276,1820.0,31.3793,false,-184728.0,-6603.9483,0.0,253.5,0.0,0,0,0,0
fixed_30s,19,271078,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,186548,30000,697.9078,6635.3276,873.0,29.1,false,-185675.0,-6606.2276,0.0,130.0,0.0,0,0,0,0
generated_duration,19,271078,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,186548,58000,697.9078,6635.3276,2503.0,43.1552,false,-184045.0,-6592.1724,0.0,0.0,0.0,0,0,0,0
fixed_30s,19,271078,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,186548,30000,697.9078,6635.3276,1233.0,41.1,false,-185315.0,-6594.2276,0.0,0.0,0.0,0,0,0,0
generated_duration,19,271079,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,91475,31000,673.1847,6400.2903,1160.0,37.4194,false,-90315.0,-6362.871,0.0,0.0,0.0,0,0,0,0
fixed_30s,19,271079,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,91475,30000,673.1847,6400.2903,1063.0,35.4333,false,-90412.0,-6364.857,0.0,0.0,0.0,0,0,0,0
generated_duration,19,271079,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,91475,31000,673.1847,6400.2903,593.0,19.129,false,-90882.0,-6381.1613,0.0,280.0,0.0,0,0,0,0
fixed_30s,19,271079,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,91475,30000,673.1847,6400.2903,548.0,18.2667,false,-90927.0,-6382.0237,0.0,266.0,0.0,0,0,0,0
generated_duration,19,271079,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,91475,31000,673.1847,6400.2903,1075.0,34.6774,false,-90400.0,-6365.6129,0.0,114.4,0.0,0,0,0,0
fixed_30s,19,271079,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,91475,30000,673.1847,6400.2903,940.0,31.3333,false,-90535.0,-6368.957,0.0,108.68,0.0,0,0,0,0
generated_duration,19,271079,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,91475,31000,673.1847,6400.2903,1233.0,39.7742,false,-90242.0,-6360.5161,0.0,0.0,0.0,0,0,0,0
fixed_30s,19,271079,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,91475,30000,673.1847,6400.2903,1155.0,38.5,false,-90320.0,-6361.7903,0.0,0.0,0.0,0,0,0,0
generated_duration,19,271080,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,189449,55000,832.6888,6885.6182,1241.0,22.5636,false,-188208.0,-6863.0545,0.0,0.0,0.0,0,13,0,0
fixed_30s,19,271080,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,189449,30000,832.6888,6885.6182,606.0,20.2,false,-188843.0,-6865.4182,0.0,0.0,0.0,0,7,0,0
generated_duration,19,271080,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,189449,55000,832.6888,6885.6182,1588.0,28.8727,false,-187861.0,-6856.7455,0.0,0.0,0.0,0,6,0,0
fixed_30s,19,271080,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,189449,30000,832.6888,6885.6182,693.0,23.1,false,-188756.0,-6862.5182,0.0,0.0,0.0,0,3,0,0
generated_duration,19,271080,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,189449,55000,832.6888,6885.6182,1590.0,28.9091,false,-187859.0,-6856.7091,0.0,0.0,0.0,0,8,0,0
fixed_30s,19,271080,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,189449,30000,832.6888,6885.6182,852.0,28.4,false,-188597.0,-6857.2182,0.0,0.0,0.0,0,4,0,0
generated_duration,19,271080,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,189449,55000,832.6888,6885.6182,1610.0,29.2727,false,-187839.0,-6856.3455,0.0,0.0,0.0,0,9,0,0
fixed_30s,19,271080,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,189449,30000,832.6888,6885.6182,1001.0,33.3667,false,-188448.0,-6852.2515,0.0,0.0,0.0,0,5,0,0
generated_duration,20,281001,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,109461,35000,756.0029,6764.6857,876.0,25.0286,false,-108585.0,-6739.6571,0.0,0.0,0.0,0,9,0,0
fixed_30s,20,281001,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,109461,30000,756.0029,6764.6857,828.0,27.6,false,-108633.0,-6737.0857,0.0,0.0,0.0,0,7,0,0
generated_duration,20,281001,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,109461,35000,756.0029,6764.6857,878.0,25.0857,false,-108583.0,-6739.6,0.0,0.0,0.0,0,4,0,0
fixed_30s,20,281001,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,109461,30000,756.0029,6764.6857,750.0,25.0,false,-108711.0,-6739.6857,0.0,0.0,0.0,0,3,0,0
generated_duration,20,281001,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,109461,35000,756.0029,6764.6857,793.0,22.6571,false,-108668.0,-6742.0286,0.0,0.0,0.0,0,5,0,0
fixed_30s,20,281001,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,109461,30000,756.0029,6764.6857,827.0,27.5667,false,-108634.0,-6737.119,0.0,0.0,0.0,0,4,0,0
generated_duration,20,281001,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,109461,35000,756.0029,6764.6857,1308.0,37.3714,false,-108153.0,-6727.3143,0.0,0.0,0.0,0,6,0,0
fixed_30s,20,281001,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,109461,30000,756.0029,6764.6857,982.0,32.7333,false,-108479.0,-6731.9524,0.0,0.0,0.0,0,5,0,0
generated_duration,20,281002,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,111150,34000,736.1896,6587.2647,788.0,23.1765,false,-110362.0,-6564.0882,0.0,0.0,0.0,0,9,0,0
fixed_30s,20,281002,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,111150,30000,736.1896,6587.2647,690.0,23.0,false,-110460.0,-6564.2647,0.0,0.0,0.0,0,7,0,0
generated_duration,20,281002,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,111150,34000,736.1896,6587.2647,906.0,26.6471,false,-110244.0,-6560.6176,0.0,0.0,0.0,0,4,0,0
fixed_30s,20,281002,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,111150,30000,736.1896,6587.2647,708.0,23.6,false,-110442.0,-6563.6647,0.0,0.0,0.0,0,3,0,0
generated_duration,20,281002,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,111150,34000,736.1896,6587.2647,953.0,28.0294,false,-110197.0,-6559.2353,0.0,0.0,0.0,0,5,0,0
fixed_30s,20,281002,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,111150,30000,736.1896,6587.2647,885.0,29.5,false,-110265.0,-6557.7647,0.0,0.0,0.0,0,4,0,0
generated_duration,20,281002,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,111150,34000,736.1896,6587.2647,1149.0,33.7941,false,-110001.0,-6553.4706,0.0,0.0,0.0,0,6,0,0
fixed_30s,20,281002,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,111150,30000,736.1896,6587.2647,903.0,30.1,false,-110247.0,-6557.1647,0.0,0.0,0.0,0,5,0,0
generated_duration,20,281003,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,182620,46000,780.6647,8031.3043,1856.0,40.3478,false,-180764.0,-7990.9565,0.0,0.0,0.0,0,0,0,0
fixed_30s,20,281003,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,182620,30000,780.6647,8031.3043,1281.0,42.7,false,-181339.0,-7988.6043,0.0,0.0,0.0,0,0,0,0
generated_duration,20,281003,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,182620,46000,780.6647,8031.3043,913.0,19.8478,false,-181707.0,-8011.4565,0.0,476.0,0.0,0,0,0,0
fixed_30s,20,281003,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,182620,30000,780.6647,8031.3043,587.0,19.5667,false,-182033.0,-8011.7377,0.0,308.0,0.0,0,0,0,0
generated_duration,20,281003,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,182620,46000,780.6647,8031.3043,1608.0,34.9565,false,-181012.0,-7996.3478,0.0,197.34,0.0,0,0,0,0
fixed_30s,20,281003,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,182620,30000,780.6647,8031.3043,803.0,26.7667,false,-181817.0,-8004.5377,0.0,125.58,0.0,0,0,0,0
generated_duration,20,281003,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,182620,46000,780.6647,8031.3043,1856.0,40.3478,false,-180764.0,-7990.9565,0.0,0.0,0.0,0,0,0,0
fixed_30s,20,281003,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,182620,30000,780.6647,8031.3043,1143.0,38.1,false,-181477.0,-7993.2043,0.0,0.0,0.0,0,0,0,0
generated_duration,20,281004,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,132247,31000,922.0768,8250.5161,649.0,20.9355,false,-131598.0,-8229.5806,0.0,0.0,0.0,0,10,0,0
fixed_30s,20,281004,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,132247,30000,922.0768,8250.5161,653.0,21.7667,false,-131594.0,-8228.7495,0.0,0.0,0.0,0,10,0,0
generated_duration,20,281004,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,132247,31000,922.0768,8250.5161,831.0,26.8065,false,-131416.0,-8223.7097,0.0,0.0,0.0,0,5,0,0
fixed_30s,20,281004,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,132247,30000,922.0768,8250.5161,566.0,18.8667,false,-131681.0,-8231.6495,0.0,0.0,0.0,0,4,0,0
generated_duration,20,281004,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,132247,31000,922.0768,8250.5161,809.0,26.0968,false,-131438.0,-8224.4194,0.0,0.0,0.0,0,6,0,0
fixed_30s,20,281004,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,132247,30000,922.0768,8250.5161,787.0,26.2333,false,-131460.0,-8224.2828,0.0,0.0,0.0,0,6,0,0
generated_duration,20,281004,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,132247,31000,922.0768,8250.5161,1008.0,32.5161,false,-131239.0,-8218.0,0.0,0.0,0.0,0,7,0,0
