contract_number,completed_contract_count,seed,template_id,node_depth,boss_variant_id,boss_variant_label,monster_name,hp,base_hp_before_contract_scaling,contract_hp_multiplier,contract_dps_multiplier,duration_sec,hp_budget_duration_sec,target_dps,required_dps,effective_hp,mitigation_multiplier,pressure_status,archetype_ids,mechanic_ids,defense_overrides,budget,total_cost,budget_delta,major_defense_count
19,18,271011,braided_sideboard,4,chrono_tyrant,Chrono Tyrant,Arcane Threat,172532,25751,6.7,13.3,50.0,50.0,797.7853,6702.86,335143,1.9425,over_band,devious;arcane,slow;interrupt_skip_count;stun_duration_ms;cleanse_threshold,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":2.0,""slow"":0.46,""stun_duration_ms"":913.0}",400,21811,21411,1
19,18,271012,braided_sideboard,4,chrono_tyrant,Chrono Tyrant,Devious Threat,169691,25327,6.7,13.3,56.0,56.0,713.9215,5998.2679,335903,1.9795,over_band,devious;arcane,stun_duration_ms;cleanse_threshold;slow;interrupt_skip_count,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":2.0,""slow"":0.6,""stun_duration_ms"":735.0}",400,21457,21057,1
19,18,271013,hourglass_detour,4,void_regent,Void Regent,Nullifying Monster,131689,19655,6.7,13.3,34.0,34.0,809.88,7699.9412,261798,1.988,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":13.0,""poison_resistance"":0.46,""suppress"":0.42}",400,16598,16198,0
19,18,271014,split_spill_rejoin,4,apex_bulwark,Apex Bulwark,Fortified Monster,85693,12790,6.7,13.3,38.0,38.0,739.3603,7094.4737,269590,3.146,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":14.0,""crit_negation"":0.71}",400,10900,10500,1
19,18,271015,elite_orbit,4,plague_court,Plague Court,Withering Threat,101786,15192,6.7,13.3,37.0,37.0,690.6619,5711.027,211308,2.076,over_band,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":4.0,""poison_resistance"":0.24,""slow"":0.3,""suppress"":0.74}",400,12921,12521,1
19,18,271016,elite_orbit,4,apex_bulwark,Apex Bulwark,Fortified Enemy,155788,23252,6.7,13.3,60.0,60.0,807.4122,7747.85,464871,2.984,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":8.0,""crit_negation"":0.64}",400,19638,19238,0
19,18,271017,hourglass_detour,4,plague_court,Plague Court,Bitter Monster,111026,16571,6.7,13.3,37.0,37.0,792.1591,6550.5405,242370,2.183,over_band,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":3.0,""poison_resistance"":0.35,""slow"":0.24,""suppress"":0.83}",400,14090,13690,1
19,18,271018,elite_orbit,4,void_regent,Void Regent,Nullifying Enemy,143246,21380,6.7,13.3,45.0,45.0,700.7683,6662.5333,299814,2.093,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":15.0,""poison_resistance"":0.55,""suppress"":0.39}",400,18051,17651,0
19,18,271019,woven_boss_approach,3,apex_bulwark,Apex Bulwark,Shielded Guard,80032,11945,6.7,13.3,34.0,34.0,773.1709,7419.4412,252261,3.152,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":14.0,""crit_negation"":0.72}",400,10193,9793,1
19,18,271020,split_spill_rejoin,4,chrono_tyrant,Chrono Tyrant,Devious Enemy,151876,22668,6.7,13.3,55.0,55.0,655.1789,5504.8182,302765,1.9935,over_band,devious;arcane,cleanse_threshold;interrupt_skip_count;stun_duration_ms;slow,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.42,""stun_duration_ms"":1027.0}",400,19245,18845,2
19,18,271021,hourglass_detour,4,plague_court,Plague Court,Bitter Bloom,113384,16923,6.7,13.3,45.0,45.0,654.1917,5409.6667,243435,2.147,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":3.0,""poison_resistance"":0.33,""slow"":0.23,""suppress"":0.82}",400,14382,13982,1
19,18,271022,braided_sideboard,4,apex_bulwark,Apex Bulwark,Fortified Monster,78491,11715,6.7,13.3,37.0,37.0,697.2422,6690.8378,247561,3.154,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":15.0,""crit_negation"":0.69}",400,10000,9600,1
19,18,271023,woven_boss_approach,3,apex_bulwark,Apex Bulwark,Fortified Monster,81760,12203,6.7,13.3,36.0,36.0,746.0202,7158.5556,257708,3.152,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":14.0,""crit_negation"":0.72}",400,10409,10009,1
19,18,271024,elite_orbit,4,apex_bulwark,Apex Bulwark,Bulwark Gatekeeper,76186,11371,6.7,13.3,34.0,34.0,706.1633,6776.0588,230386,3.024,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":10.0,""crit_negation"":0.64}",400,9693,9293,0
19,18,271025,elite_orbit,4,apex_bulwark,Apex Bulwark,Bulwark Enemy,94343,14081,6.7,13.3,45.0,45.0,703.5306,6750.7556,303784,3.22,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":15.0,""crit_negation"":0.8}",400,11991,11591,1
19,18,271026,five_way_market,3,void_regent,Void Regent,Hollow Threat,120057,17919,6.7,13.3,32.0,32.0,792.4084,7533.5625,241074,2.008,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":11.0,""poison_resistance"":0.53,""suppress"":0.4}",400,15139,14739,0
19,18,271027,hourglass_detour,4,plague_court,Plague Court,Withering Seer,139280,20788,6.7,13.3,52.0,52.0,661.429,5469.4231,284410,2.042,over_band,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":4.0,""poison_resistance"":0.29,""slow"":0.23,""suppress"":0.71}",400,17602,17202,1
19,18,271028,split_spill_rejoin,4,void_regent,Void Regent,Dimming Vessel,162696,24283,6.7,13.3,51.0,51.0,701.6108,6670.5294,340197,2.091,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":16.0,""poison_resistance"":0.46,""suppress"":0.49}",400,20488,20088,0
19,18,271029,woven_boss_approach,3,plague_court,Plague Court,Withering Enemy,88675,13235,6.7,13.3,30.0,30.0,718.1112,5938.2667,178148,2.009,over_band,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,"{""cleanse_threshold"":3.0,""poison_resistance"":0.28,""slow"":0.21,""suppress"":0.72}",400,11280,10880,1
19,18,271030,woven_boss_approach,3,chrono_tyrant,Chrono Tyrant,Devious Monster,128017,19107,6.7,13.3,37.0,37.0,746.5971,6272.8378,232095,1.813,over_band,devious;arcane,stun_duration_ms;cleanse_threshold;slow;interrupt_skip_count,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":2.0,""slow"":0.42,""stun_duration_ms"":702.0}",400,16224,15824,0
19,18,271031,woven_boss_approach,3,apex_bulwark,Apex Bulwark,Bulwark Enemy,133819,19973,6.7,13.3,57.0,57.0,733.0193,7033.7193,400922,2.996,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":8.0,""crit_negation"":0.66}",400,16893,16493,0
19,18,271032,five_way_market,3,chrono_tyrant,Chrono Tyrant,Devious Monster,132633,19796,6.7,13.3,38.0,38.0,827.7402,6954.5,264271,1.9925,over_band,devious;arcane,interrupt_skip_count;stun_duration_ms;slow;cleanse_threshold,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":2.0,""slow"":0.59,""stun_duration_ms"":755.0}",400,16819,16419,1
19,18,271033,split_spill_rejoin,4,void_regent,Void Regent,Warded Monster,163534,24408,6.7,13.3,48.0,48.0,772.6049,7345.3958,352579,2.156,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":12.0,""poison_resistance"":0.59,""suppress"":0.5}",400,20588,20188,0
19,18,271034,five_way_market,3,chrono_tyrant,Chrono Tyrant,Arcane Threat,174113,25987,6.7,13.3,49.0,49.0,791.72,6651.8367,325940,1.872,over_band,devious;arcane,cleanse_threshold;stun_duration_ms;slow;interrupt_skip_count,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":3.0,""slow"":0.47,""stun_duration_ms"":718.0}",400,22015,21615,1
19,18,271035,woven_boss_approach,3,apex_bulwark,Apex Bulwark,Braced Gatekeeper,95462,14248,6.7,13.3,36.0,36.0,835.0986,8013.5,288486,3.022,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":12.0,""crit_negation"":0.57}",400,12104,11704,0
19,18,271036,hourglass_detour,4,plague_court,Plague Court,Withering Monster,79502,11866,6.7,13.3,31.0,31.0,694.0967,5739.5161,177925,2.238,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":3.0,""poison_resistance"":0.34,""slow"":0.25,""suppress"":0.91}",400,10156,9756,1
19,18,271037,hourglass_detour,4,apex_bulwark,Apex Bulwark,Bulwark Threat,133940,19991,6.7,13.3,51.0,51.0,846.2655,8120.4314,414142,3.092,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":14.0,""crit_negation"":0.62}",400,16924,16524,0
19,18,271038,five_way_market,3,plague_court,Plague Court,Bitter Threat,116339,17364,6.7,13.3,36.0,36.0,807.4239,6676.5556,240356,2.066,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":4.0,""poison_resistance"":0.27,""slow"":0.17,""suppress"":0.85}",400,14738,14338,1
19,18,271039,hourglass_detour,4,chrono_tyrant,Chrono Tyrant,Devious Enemy,157262,23472,6.7,13.3,50.0,50.0,764.4241,6422.58,321129,2.042,over_band,devious;arcane,interrupt_skip_count;stun_duration_ms;cleanse_threshold;slow,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":2.0,""slow"":0.49,""stun_duration_ms"":1034.0}",400,19906,19506,1
19,18,271040,five_way_market,3,chrono_tyrant,Chrono Tyrant,Arcane Enemy,121726,18168,6.7,13.3,32.0,32.0,828.0718,6957.4063,222637,1.829,over_band,devious;arcane,interrupt_skip_count;cleanse_threshold;stun_duration_ms;slow,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.47,""stun_duration_ms"":608.0}",400,15454,15054,1
19,18,271041,elite_orbit,4,apex_bulwark,Apex Bulwark,Shielded Threat,104567,15607,6.7,13.3,52.0,52.0,648.3791,6221.7308,323530,3.094,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":15.0,""crit_negation"":0.59}",400,13252,12852,0
19,18,271042,woven_boss_approach,3,apex_bulwark,Apex Bulwark,Braced Sentinel,84514,12614,6.7,13.3,38.0,38.0,726.3949,6970.1842,264867,3.134,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":14.0,""crit_negation"":0.69}",400,10750,10350,1
19,18,271043,five_way_market,3,void_regent,Void Regent,Nullifying Acolyte,137357,20501,6.7,13.3,37.0,37.0,783.2829,7446.973,275538,2.006,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":16.0,""poison_resistance"":0.41,""suppress"":0.44}",400,17314,16914,0
19,18,271044,split_spill_rejoin,4,chrono_tyrant,Chrono Tyrant,Devious Monster,177865,26547,6.7,13.3,53.0,53.0,755.7349,6349.4528,336521,1.892,over_band,devious;arcane,interrupt_skip_count;cleanse_threshold;stun_duration_ms;slow,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":2.0,""slow"":0.49,""stun_duration_ms"":758.0}",400,22470,22070,0
19,18,271045,split_spill_rejoin,4,chrono_tyrant,Chrono Tyrant,Arcane Threat,109954,16411,6.7,13.3,37.0,37.0,704.0437,5915.2162,218863,1.9905,over_band,devious;arcane,cleanse_threshold;interrupt_skip_count;stun_duration_ms;slow,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":2.0,""slow"":0.6,""stun_duration_ms"":757.0}",400,13991,13591,1
19,18,271046,split_spill_rejoin,4,plague_court,Plague Court,Bitter Monster,143728,21452,6.7,13.3,55.0,55.0,739.819,6117.5818,336467,2.341,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":3.0,""poison_resistance"":0.37,""slow"":0.3,""suppress"":0.95}",400,18193,17793,1
19,18,271047,elite_orbit,4,apex_bulwark,Apex Bulwark,Bulwark Monster,105224,15705,6.7,13.3,51.0,51.0,657.5134,6309.3137,321775,3.058,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":9.0,""crit_negation"":0.73}",400,13327,12927,1
19,18,271048,elite_orbit,4,apex_bulwark,Apex Bulwark,Bulwark Guard,116111,17330,6.7,13.3,52.0,52.0,703.6827,6752.3077,351120,3.024,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":10.0,""crit_negation"":0.64}",400,14684,14284,0
19,18,271049,elite_orbit,4,chrono_tyrant,Chrono Tyrant,Arcane Threat,103227,15407,6.7,13.3,32.0,32.0,776.74,6525.875,208828,2.023,over_band,devious;arcane,cleanse_threshold;interrupt_skip_count;slow;stun_duration_ms,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":2.0,""slow"":0.6,""stun_duration_ms"":798.0}",400,13147,12747,1
19,18,271050,braided_sideboard,4,plague_court,Plague Court,Hexed Hexbearer,166415,24838,6.7,13.3,58.0,58.0,762.3129,6303.6897,365614,2.197,over_band,spiteful;hexed,cleanse_threshold;poison_resistance;slow;suppress,"{""cleanse_threshold"":4.0,""poison_resistance"":0.27,""slow"":0.3,""suppress"":0.87}",400,21012,20612,1
19,18,271051,five_way_market,3,chrono_tyrant,Chrono Tyrant,Arcane Monster,138114,20614,6.7,13.3,49.0,49.0,675.8382,5678.1837,278231,2.0145,over_band,devious;arcane,cleanse_threshold;interrupt_skip_count;slow;stun_duration_ms,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":3.0,""slow"":0.64,""stun_duration_ms"":697.0}",400,17530,17130,2
19,18,271052,braided_sideboard,4,plague_court,Plague Court,Bitter Monster,104889,15655,6.7,13.3,36.0,36.0,779.0135,6441.9444,231910,2.211,over_band,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":4.0,""poison_resistance"":0.36,""slow"":0.27,""suppress"":0.8}",400,13316,12916,1
19,18,271053,hourglass_detour,4,void_regent,Void Regent,Warded Keeper,116426,17377,6.7,13.3,32.0,32.0,771.1251,7331.1875,234598,2.015,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":16.0,""poison_resistance"":0.51,""suppress"":0.31}",400,14693,14293,0
19,18,271054,woven_boss_approach,3,plague_court,Plague Court,Withering Bloom,156231,23318,6.7,13.3,52.0,52.0,720.4965,5957.8077,309806,1.983,over_band,spiteful;hexed,cleanse_threshold;slow;poison_resistance;suppress,"{""cleanse_threshold"":4.0,""poison_resistance"":0.27,""slow"":0.21,""suppress"":0.68}",400,19716,19316,1
19,18,271055,split_spill_rejoin,4,plague_court,Plague Court,Bitter Enemy,126523,18884,6.7,13.3,48.0,48.0,686.9508,5680.3542,272657,2.155,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":3.0,""poison_resistance"":0.33,""slow"":0.2,""suppress"":0.87}",400,16025,15625,1
19,18,271056,hourglass_detour,4,chrono_tyrant,Chrono Tyrant,Arcane Monster,97391,14536,6.7,13.3,35.0,35.0,653.2795,5488.6857,192104,1.9725,over_band,devious;arcane,cleanse_threshold;interrupt_skip_count;stun_duration_ms;slow,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":3.0,""slow"":0.43,""stun_duration_ms"":991.0}",400,12438,12038,2
19,18,271057,hourglass_detour,4,void_regent,Void Regent,Nullifying Monster,153685,22938,6.7,13.3,45.0,45.0,711.986,6768.9778,304604,1.982,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":13.0,""poison_resistance"":0.44,""suppress"":0.44}",400,19348,18948,0
19,18,271058,woven_boss_approach,3,void_regent,Void Regent,Dimming Monster,164090,24491,6.7,13.3,55.0,55.0,661.2007,6286.1455,345738,2.107,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":11.0,""poison_resistance"":0.58,""suppress"":0.47}",400,20651,20251,0
19,18,271059,braided_sideboard,4,void_regent,Void Regent,Hollow Threat,141913,21181,6.7,13.3,38.0,38.0,789.5438,7506.4474,285245,2.01,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":9.0,""poison_resistance"":0.54,""suppress"":0.44}",400,17868,17468,0
19,18,271060,five_way_market,3,apex_bulwark,Apex Bulwark,Fortified Sentinel,96916,14465,6.7,13.3,45.0,45.0,675.5539,6482.6,291717,3.01,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":9.0,""crit_negation"":0.65}",400,12283,11883,0
19,18,271061,elite_orbit,4,chrono_tyrant,Chrono Tyrant,Arcane Monster,179158,26740,6.7,13.3,51.0,51.0,790.0366,6637.6275,338519,1.8895,over_band,devious;arcane,interrupt_skip_count;slow;cleanse_threshold;stun_duration_ms,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":2.0,""slow"":0.56,""stun_duration_ms"":627.0}",400,22631,22231,0
19,18,271062,split_spill_rejoin,4,chrono_tyrant,Chrono Tyrant,Devious Enemy,184927,27601,6.7,13.3,56.0,56.0,784.7082,6592.9821,369207,1.9965,over_band,devious;arcane,interrupt_skip_count;stun_duration_ms;slow;cleanse_threshold,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":2.0,""slow"":0.48,""stun_duration_ms"":985.0}",400,23366,22966,1
19,18,271063,elite_orbit,4,chrono_tyrant,Chrono Tyrant,Devious Threat,153397,22895,6.7,13.3,50.0,50.0,689.4001,5792.28,289614,1.888,over_band,devious;arcane,interrupt_skip_count;slow;stun_duration_ms;cleanse_threshold,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":2.0,""slow"":0.37,""stun_duration_ms"":942.0}",400,19407,19007,1
19,18,271064,braided_sideboard,4,plague_court,Plague Court,Spiteful Bloom,104091,15536,6.7,13.3,35.0,35.0,729.7434,6034.3143,211201,2.029,over_band,spiteful;hexed,cleanse_threshold;slow;suppress;poison_resistance,"{""cleanse_threshold"":3.0,""poison_resistance"":0.35,""slow"":0.17,""suppress"":0.7}",400,13206,12806,1
19,18,271065,elite_orbit,4,apex_bulwark,Apex Bulwark,Braced Monster,138724,20705,6.7,13.3,52.0,52.0,845.728,8115.3462,421998,3.042,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":10.0,""crit_negation"":0.67}",400,17514,17114,1
19,18,271066,five_way_market,3,void_regent,Void Regent,Nullifying Threat,172297,25716,6.7,13.3,51.0,51.0,727.3784,6915.5294,352692,2.047,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":14.0,""poison_resistance"":0.48,""suppress"":0.45}",400,21680,21280,0
19,18,271067,hourglass_detour,4,plague_court,Plague Court,Spiteful Seer,121203,18090,6.7,13.3,38.0,38.0,786.1123,6500.3158,247012,2.038,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":4.0,""poison_resistance"":0.24,""slow"":0.25,""suppress"":0.75}",400,15345,14945,1
19,18,271068,five_way_market,3,plague_court,Plague Court,Withering Hexbearer,161698,24134,6.7,13.3,49.0,49.0,789.3494,6527.3265,319839,1.978,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":4.0,""poison_resistance"":0.23,""slow"":0.28,""suppress"":0.64}",400,20399,19999,0
19,18,271069,braided_sideboard,4,apex_bulwark,Apex Bulwark,Shielded Guard,91281,13624,6.7,13.3,35.0,35.0,826.7606,7933.6286,277677,3.042,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":10.0,""crit_negation"":0.67}",400,11583,11183,1
19,18,271070,hourglass_detour,4,chrono_tyrant,Chrono Tyrant,Devious Monster,202709,30255,6.7,13.3,59.0,59.0,818.0559,6873.2034,405519,2.0005,over_band,devious;arcane,stun_duration_ms;cleanse_threshold;interrupt_skip_count;slow,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":3.0,""slow"":0.44,""stun_duration_ms"":1029.0}",400,25607,25207,2
19,18,271071,woven_boss_approach,3,plague_court,Plague Court,Bitter Hexbearer,165182,24654,6.7,13.3,60.0,60.0,681.8505,5638.2167,338293,2.048,over_band,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,"{""cleanse_threshold"":4.0,""poison_resistance"":0.28,""slow"":0.17,""suppress"":0.81}",400,20841,20441,1
19,18,271072,five_way_market,3,plague_court,Plague Court,Withering Threat,183580,27400,6.7,13.3,57.0,57.0,769.9994,6367.3333,362938,1.977,over_band,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,"{""cleanse_threshold"":3.0,""poison_resistance"":0.22,""slow"":0.28,""suppress"":0.67}",400,23143,22743,0
19,18,271073,hourglass_detour,4,apex_bulwark,Apex Bulwark,Bulwark Gatekeeper,113264,16905,6.7,13.3,55.0,55.0,667.0008,6400.4545,352025,3.108,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":10.0,""crit_negation"":0.78}",400,14339,13939,1
19,18,271074,five_way_market,3,plague_court,Plague Court,Withering Monster,126007,18807,6.7,13.3,44.0,44.0,712.0243,5887.9545,259070,2.056,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":3.0,""poison_resistance"":0.33,""slow"":0.23,""suppress"":0.69}",400,15950,15550,1
19,18,271075,five_way_market,3,plague_court,Plague Court,Spiteful Bloom,167641,25021,6.7,13.3,60.0,60.0,677.1228,5599.2167,335953,2.004,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":4.0,""poison_resistance"":0.24,""slow"":0.29,""suppress"":0.65}",400,21145,20745,0
19,18,271076,five_way_market,3,apex_bulwark,Apex Bulwark,Fortified Guard,73030,10900,6.7,13.3,35.0,35.0,664.5066,6376.5714,223180,3.056,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":14.0,""crit_negation"":0.56}",400,9305,8905,0
19,18,271077,five_way_market,3,plague_court,Plague Court,Spiteful Bloom,121203,18090,6.7,13.3,37.0,37.0,832.6994,6885.6486,254769,2.102,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":4.0,""poison_resistance"":0.25,""slow"":0.31,""suppress"":0.75}",400,15351,14951,1
19,18,271078,hourglass_detour,4,void_regent,Void Regent,Hollow Monster,186548,27843,6.7,13.3,58.0,58.0,697.9078,6635.3276,384849,2.063,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":13.0,""poison_resistance"":0.5,""suppress"":0.47}",400,23462,23062,0
19,18,271079,elite_orbit,4,void_regent,Void Regent,Nullifying Vessel,91475,13653,6.7,13.3,31.0,31.0,673.1847,6400.2903,198409,2.169,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":14.0,""poison_resistance"":0.56,""suppress"":0.51}",400,11586,11186,0
19,18,271080,five_way_market,3,plague_court,Plague Court,Bitter Seer,189449,28276,6.7,13.3,55.0,55.0,832.6888,6885.6182,378709,1.999,over_band,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":4.0,""poison_resistance"":0.27,""slow"":0.22,""suppress"":0.69}",400,23870,23470,1
20,19,281001,woven_boss_approach,3,plague_court,Plague Court,Hexed Bloom,109461,15098,7.25,14.5,35.0,35.0,756.0029,6764.6857,236764,2.163,over_band,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":4.0,""poison_resistance"":0.27,""slow"":0.2,""suppress"":0.95}",400,13890,13490,1
20,19,281002,five_way_market,3,plague_court,Plague Court,Spiteful Bloom,111150,15331,7.25,14.5,34.0,34.0,736.1896,6587.2647,223967,2.015,over_band,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":4.0,""poison_resistance"":0.29,""slow"":0.2,""suppress"":0.71}",400,14083,13683,1
20,19,281003,hourglass_detour,4,void_regent,Void Regent,Nullifying Acolyte,182620,25189,7.25,14.5,46.0,46.0,780.6647,8031.3043,369440,2.023,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":14.0,""poison_resistance"":0.54,""suppress"":0.33}",400,22965,22565,0
20,19,281004,five_way_market,3,plague_court,Plague Court,Withering Hexbearer,132247,18241,7.25,14.5,31.0,31.0,922.0768,8250.5161,255766,1.934,over_band,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":3.0,""poison_resistance"":0.2,""slow"":0.2,""suppress"":0.74}",400,16724,16324,1
20,19,281005,elite_orbit,4,chrono_tyrant,Chrono Tyrant,Arcane Monster,224308,30939,7.25,14.5,51.0,51.0,897.3883,8158.6471,416091,1.855,over_band,devious;arcane,interrupt_skip_count;stun_duration_ms;slow;cleanse_threshold,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.45,""stun_duration_ms"":696.0}",400,28282,27882,1
20,19,281006,braided_sideboard,4,chrono_tyrant,Chrono Tyrant,Arcane Enemy,138120,19051,7.25,14.5,34.0,34.0,894.0864,8128.7647,276378,2.001,over_band,devious;arcane,cleanse_threshold;interrupt_skip_count;stun_duration_ms;slow,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":2.0,""slow"":0.49,""stun_duration_ms"":952.0}",400,17508,17108,1
20,19,281007,braided_sideboard,4,apex_bulwark,Apex Bulwark,Shielded Enemy,103334,14253,7.25,14.5,38.0,38.0,800.333,8310.2368,315789,3.056,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":8.0,""crit_negation"":0.76}",400,13091,12691,1
20,19,281008,elite_orbit,4,void_regent,Void Regent,Warded Enemy,156006,21518,7.25,14.5,34.0,34.0,903.1738,9291.5294,315912,2.025,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":13.0,""poison_resistance"":0.56,""suppress"":0.33}",400,19636,19236,0
20,19,281009,woven_boss_approach,3,void_regent,Void Regent,Nullifying Vessel,144239,19895,7.25,14.5,38.0,38.0,745.2995,7667.4474,291363,2.02,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":11.0,""poison_resistance"":0.5,""suppress"":0.46}",400,18165,17765,0
20,19,281010,elite_orbit,4,apex_bulwark,Apex Bulwark,Shielded Enemy,144514,19933,7.25,14.5,59.0,59.0,729.8461,7578.4068,447126,3.094,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":15.0,""crit_negation"":0.59}",400,18245,17845,0
20,19,281011,split_spill_rejoin,4,chrono_tyrant,Chrono Tyrant,Arcane Enemy,153881,21225,7.25,14.5,45.0,45.0,752.4482,6840.8667,307839,2.0005,over_band,devious;arcane,slow;stun_duration_ms;cleanse_threshold;interrupt_skip_count,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.49,""stun_duration_ms"":915.0}",400,19494,19094,2
20,19,281012,elite_orbit,4,plague_court,Plague Court,Bitter Bloom,180242,24861,7.25,14.5,53.0,53.0,717.5659,6420.6981,340297,1.888,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":4.0,""poison_resistance"":0.23,""slow"":0.18,""suppress"":0.64}",400,22708,22308,0
